                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    720,                0.79615,                0.75207,                 1.1695,                0.96586,                0.94518,                0.97767,                0.85592,                 0.5652,                0.46891,                 1.0038,             0.00010663,             0.00010663,             0.00010663
                    721,                0.78198,                0.70397,                 1.1412,                0.96284,                 0.9451,                0.97715,                0.85829,                0.56193,                0.46765,                 1.0006,             0.00010626,             0.00010626,             0.00010626
                    722,                0.81805,                0.72254,                 1.1593,                0.95585,                 0.9454,                0.97747,                0.85719,                0.55996,                0.47057,                0.99948,              0.0001059,              0.0001059,              0.0001059
                    723,                0.84613,                0.78066,                 1.1836,                0.96368,                0.94536,                0.97773,                0.85881,                0.55817,                0.46907,                0.99726,             0.00010553,             0.00010553,             0.00010553
                    724,                0.83663,                0.76845,                 1.1781,                0.96003,                0.94885,                0.97833,                0.85373,                 0.5663,                0.46959,                0.99998,             0.00010517,             0.00010517,             0.00010517
                    725,                0.84568,                0.77952,                 1.1861,                 0.9517,                0.95407,                0.97787,                0.85223,                 0.5688,                 0.4735,                 1.0024,              0.0001048,              0.0001048,              0.0001048
                    726,                0.82447,                0.75955,                 1.1608,                0.94709,                0.95617,                0.97738,                0.85548,                 0.5605,                0.47281,                0.99917,             0.00010443,             0.00010443,             0.00010443
                    727,                0.85618,                0.79419,                 1.1849,                0.96334,                0.94179,                0.97809,                 0.8548,                0.56283,                0.47855,                0.99946,             0.00010407,             0.00010407,             0.00010407
                    728,                0.82021,                0.75184,                 1.1611,                0.97207,                0.93701,                0.97883,                0.85576,                0.56501,                0.48212,                 1.0013,              0.0001037,              0.0001037,              0.0001037
                    729,                0.82826,                0.76634,                 1.1745,                0.96655,                0.93776,                0.97893,                0.85797,                0.56153,                0.47402,                 0.9998,             0.00010333,             0.00010333,             0.00010333
                    730,                0.77889,                 0.7339,                 1.1542,                  0.961,                0.94206,                0.97798,                0.85741,                0.56095,                0.46663,                0.99992,             0.00010297,             0.00010297,             0.00010297
                    731,                0.82774,                 0.7426,                 1.1733,                 0.9645,                0.93864,                0.97697,                0.85827,                0.55969,                0.46527,                0.99989,              0.0001026,              0.0001026,              0.0001026
                    732,                0.82429,                0.74697,                 1.1731,                0.96572,                 0.9377,                0.97916,                0.85842,                0.55768,                0.46729,                 1.0005,             0.00010223,             0.00010223,             0.00010223
                    733,                0.79309,                 0.7244,                 1.1508,                0.96962,                0.94512,                0.98004,                0.85873,                0.55839,                0.46511,                0.99888,             0.00010187,             0.00010187,             0.00010187
                    734,                 0.8062,                0.74098,                  1.162,                0.96518,                 0.9479,                0.98009,                0.85892,                0.55554,                0.46547,                0.99713,              0.0001015,              0.0001015,              0.0001015
                    735,                0.79475,                0.72856,                 1.1578,                0.95874,                0.95369,                0.97984,                0.85868,                0.55408,                 0.4647,                0.99477,             0.00010114,             0.00010114,             0.00010114
                    736,                0.78112,                0.72633,                 1.1623,                0.95816,                0.95188,                0.98001,                0.85829,                0.55659,                0.46777,                0.99318,             0.00010077,             0.00010077,             0.00010077
                    737,                0.82033,                 0.7588,                 1.1735,                0.95498,                  0.953,                0.98022,                0.85882,                0.55862,                0.47071,                0.99509,              0.0001004,              0.0001004,              0.0001004
                    738,                0.77988,                0.73406,                 1.1667,                0.96062,                0.94343,                0.97916,                0.85759,                0.55859,                0.47017,                0.99523,             0.00010004,             0.00010004,             0.00010004
                    739,                0.82057,                0.78538,                 1.1808,                0.95514,                0.95313,                0.98125,                0.85773,                0.55921,                0.46779,                0.99585,             9.9671e-05,             9.9671e-05,             9.9671e-05
                    740,                0.79868,                0.76524,                 1.1677,                0.95415,                0.95369,                0.98039,                0.85646,                0.56807,                0.46784,                0.99956,             9.9304e-05,             9.9304e-05,             9.9304e-05
                    741,                0.79769,                0.75177,                 1.1558,                0.95554,                0.95165,                 0.9807,                0.85656,                0.56427,                0.46998,                0.99942,             9.8938e-05,             9.8938e-05,             9.8938e-05
                    742,                0.79612,                0.73798,                  1.157,                0.95064,                 0.9519,                0.97964,                0.85541,                0.56231,                0.46934,                0.99774,             9.8572e-05,             9.8572e-05,             9.8572e-05
                    743,                0.79082,                0.72792,                 1.1663,                 0.9528,                0.94824,                0.97774,                0.85491,                0.56659,                0.46803,                0.99977,             9.8205e-05,             9.8205e-05,             9.8205e-05
                    744,                 0.7985,                0.74228,                 1.1658,                0.95459,                0.94901,                0.97875,                0.85611,                0.56559,                0.46606,                0.99908,             9.7839e-05,             9.7839e-05,             9.7839e-05
                    745,                0.77499,                0.73935,                 1.1595,                0.95484,                0.95185,                0.97824,                0.85968,                0.56051,                0.46646,                0.99771,             9.7473e-05,             9.7473e-05,             9.7473e-05
                    746,                0.81078,                 0.7494,                 1.1497,                0.96197,                0.94539,                0.97916,                0.85547,                0.56658,                0.47277,                 1.0017,             9.7107e-05,             9.7107e-05,             9.7107e-05
                    747,                0.82498,                 0.7456,                 1.1617,                 0.9464,                0.95356,                0.97918,                0.85496,                0.56703,                 0.4761,                 1.0028,              9.674e-05,              9.674e-05,              9.674e-05
                    748,                0.79766,                0.73331,                 1.1592,                0.94207,                0.95792,                0.97924,                0.85859,                 0.5565,                0.46932,                0.99644,             9.6374e-05,             9.6374e-05,             9.6374e-05
                    749,                0.78009,                0.71541,                 1.1519,                0.95171,                0.95414,                0.97993,                0.86009,                0.55539,                0.46633,                0.99683,             9.6008e-05,             9.6008e-05,             9.6008e-05
                    750,                0.86562,                0.76159,                 1.1825,                 0.9519,                0.95217,                0.97895,                0.85888,                 0.5603,                0.46702,                0.99925,             9.5641e-05,             9.5641e-05,             9.5641e-05
                    751,                0.78035,                0.75582,                 1.1762,                0.95218,                0.95194,                0.97946,                0.85996,                0.55605,                0.46479,                0.99664,             9.5275e-05,             9.5275e-05,             9.5275e-05
                    752,                0.80345,                  0.749,                 1.1777,                0.96082,                0.94774,                0.97805,                0.86083,                0.55719,                0.46352,                0.99594,             9.4909e-05,             9.4909e-05,             9.4909e-05
                    753,                0.84278,                0.77335,                 1.1886,                0.96806,                0.94503,                0.97826,                0.86345,                0.55633,                0.46187,                0.99552,             9.4542e-05,             9.4542e-05,             9.4542e-05
                    754,                0.83539,                0.74759,                 1.1572,                0.96805,                0.94404,                0.97894,                0.86186,                0.55629,                0.45985,                0.99425,             9.4176e-05,             9.4176e-05,             9.4176e-05
                    755,                0.80298,                 0.7089,                 1.1591,                0.96627,                0.94185,                0.97843,                0.85875,                0.55839,                0.46217,                0.99382,              9.381e-05,              9.381e-05,              9.381e-05
                    756,                0.81173,                0.76093,                 1.1722,                0.96437,                0.93623,                0.97876,                0.86032,                0.55735,                0.46825,                0.99447,             9.3444e-05,             9.3444e-05,             9.3444e-05
                    757,                0.79308,                0.74617,                 1.1608,                0.96258,                0.93823,                0.97913,                0.86109,                0.55729,                 0.4683,                0.99438,             9.3077e-05,             9.3077e-05,             9.3077e-05
                    758,                0.83153,                0.72935,                 1.1521,                 0.9675,                0.93461,                0.97838,                 0.8611,                0.55668,                0.46862,                0.99531,             9.2711e-05,             9.2711e-05,             9.2711e-05
                    759,                0.79949,                0.73486,                 1.1591,                0.96065,                0.94368,                0.97896,                0.86199,                0.55483,                 0.4682,                0.99538,             9.2345e-05,             9.2345e-05,             9.2345e-05
                    760,                0.77741,                0.73562,                 1.1677,                 0.9613,                0.94783,                0.97939,                0.86232,                0.55205,                0.46393,                0.99353,             9.1978e-05,             9.1978e-05,             9.1978e-05
                    761,                0.80759,                0.74811,                 1.1699,                0.96397,                0.95333,                0.97989,                0.86406,                0.54909,                0.46211,                0.99286,             9.1612e-05,             9.1612e-05,             9.1612e-05
                    762,                0.78928,                0.73917,                 1.1528,                0.96524,                0.94747,                 0.9796,                0.86063,                0.55195,                0.46636,                0.99499,             9.1246e-05,             9.1246e-05,             9.1246e-05
                    763,                0.81963,                 0.7555,                 1.1703,                0.96815,                0.94488,                0.98027,                0.85943,                0.55248,                 0.4664,                0.99323,             9.0879e-05,             9.0879e-05,             9.0879e-05
                    764,                0.76837,                0.70843,                 1.1418,                0.96454,                0.94344,                0.98018,                0.86481,                0.55187,                 0.4635,                0.99269,             9.0513e-05,             9.0513e-05,             9.0513e-05
                    765,                0.80642,                0.74478,                 1.1724,                0.96011,                0.94604,                0.97817,                0.86204,                0.55413,                0.46127,                0.99349,             9.0147e-05,             9.0147e-05,             9.0147e-05
                    766,                0.80665,                0.71833,                 1.1559,                0.96112,                0.94368,                0.97839,                0.86054,                0.55389,                0.46004,                 0.9932,             8.9781e-05,             8.9781e-05,             8.9781e-05
                    767,                0.78977,                0.73668,                 1.1597,                0.96763,                0.94099,                0.97852,                0.85882,                0.55576,                0.46322,                0.99431,             8.9414e-05,             8.9414e-05,             8.9414e-05
                    768,                 0.7971,                0.72789,                 1.1465,                 0.9657,                0.94239,                0.97764,                0.85806,                0.55267,                0.46548,                0.99429,             8.9048e-05,             8.9048e-05,             8.9048e-05
                    769,                0.81355,                0.73413,                 1.1786,                0.96713,                0.94002,                0.97903,                 0.8609,                0.55006,                0.46486,                0.99243,             8.8682e-05,             8.8682e-05,             8.8682e-05
                    770,                0.78008,                 0.7313,                 1.1531,                0.96205,                0.94561,                0.97962,                0.86282,                0.54878,                0.46476,                0.98998,             8.8315e-05,             8.8315e-05,             8.8315e-05
                    771,                0.79328,                0.72434,                 1.1599,                0.96315,                0.94516,                0.97872,                0.86079,                0.55172,                0.46428,                0.99017,             8.7949e-05,             8.7949e-05,             8.7949e-05
                    772,                0.78487,                0.73123,                 1.1454,                0.95718,                0.94552,                0.97748,                 0.8595,                0.55185,                  0.463,                0.99038,             8.7583e-05,             8.7583e-05,             8.7583e-05
                    773,                0.74895,                0.70642,                 1.1381,                0.96434,                0.94424,                0.97769,                0.85864,                0.55001,                0.46023,                0.99022,             8.7216e-05,             8.7216e-05,             8.7216e-05
                    774,                0.78458,                0.71339,                  1.147,                0.97717,                0.93553,                0.97868,                0.85951,                0.55009,                0.45806,                0.99087,              8.685e-05,              8.685e-05,              8.685e-05
                    775,                0.79922,                0.71712,                  1.167,                0.97325,                0.93641,                0.97991,                0.85918,                0.55087,                0.45709,                0.99049,             8.6484e-05,             8.6484e-05,             8.6484e-05
                    776,                0.83229,                0.74566,                 1.1773,                0.96573,                0.94995,                0.98144,                 0.8602,                0.55419,                0.45642,                0.99104,             8.6117e-05,             8.6117e-05,             8.6117e-05
                    777,                0.78907,                0.72423,                 1.1572,                0.96515,                0.94594,                0.98002,                0.86303,                0.55138,                0.45671,                0.99161,             8.5751e-05,             8.5751e-05,             8.5751e-05
                    778,                0.82497,                0.74567,                 1.1562,                0.97001,                0.94288,                0.97905,                0.86034,                0.55208,                 0.4587,                0.99309,             8.5385e-05,             8.5385e-05,             8.5385e-05
                    779,                0.81064,                0.72875,                 1.1481,                 0.9724,                0.94215,                0.97852,                0.85971,                0.55062,                 0.4609,                0.99221,             8.5019e-05,             8.5019e-05,             8.5019e-05
                    780,                0.76071,                0.71002,                 1.1537,                0.96989,                0.94443,                0.97925,                0.85995,                0.54895,                0.45985,                0.99098,             8.4652e-05,             8.4652e-05,             8.4652e-05
                    781,                0.78774,                0.71605,                 1.1501,                 0.9688,                0.94376,                0.97942,                0.85989,                0.54946,                0.46289,                0.99213,             8.4286e-05,             8.4286e-05,             8.4286e-05
                    782,                0.80955,                0.73648,                 1.1701,                0.96204,                0.94612,                0.98061,                0.86273,                0.54463,                0.45933,                0.98913,              8.392e-05,              8.392e-05,              8.392e-05
                    783,                0.77504,                0.72315,                 1.1594,                0.96127,                0.94773,                0.97886,                0.85887,                0.54935,                 0.4591,                0.99088,             8.3553e-05,             8.3553e-05,             8.3553e-05
                    784,                0.79696,                0.72503,                 1.1539,                0.96663,                 0.9443,                0.97822,                0.85969,                0.55412,                0.45837,                0.99353,             8.3187e-05,             8.3187e-05,             8.3187e-05
                    785,                0.82674,                0.74278,                 1.1894,                0.97366,                0.93659,                0.97894,                0.86042,                0.55361,                0.45775,                0.99244,             8.2821e-05,             8.2821e-05,             8.2821e-05
                    786,                  0.781,                0.71786,                 1.1638,                0.97595,                0.93273,                0.97904,                0.86372,                0.55089,                0.45677,                0.99026,             8.2454e-05,             8.2454e-05,             8.2454e-05
                    787,                0.79826,                0.70673,                 1.1563,                0.95728,                0.94929,                 0.9798,                0.86473,                0.54907,                0.45518,                0.98809,             8.2088e-05,             8.2088e-05,             8.2088e-05
                    788,                0.79345,                0.71769,                 1.1674,                0.96897,                0.94629,                0.98062,                 0.8647,                0.54872,                0.45507,                0.98788,             8.1722e-05,             8.1722e-05,             8.1722e-05
                    789,                0.76312,                0.71176,                 1.1591,                0.97161,                0.94586,                0.97994,                0.86582,                0.54411,                  0.452,                0.98552,             8.1356e-05,             8.1356e-05,             8.1356e-05
                    790,                0.78649,                0.71309,                 1.1446,                0.97026,                0.94964,                0.98124,                 0.8653,                0.54181,                0.45085,                0.98506,             8.0989e-05,             8.0989e-05,             8.0989e-05
                    791,                0.77657,                0.69623,                  1.137,                0.96783,                0.95034,                0.98141,                0.86168,                0.54568,                0.45471,                0.98807,             8.0623e-05,             8.0623e-05,             8.0623e-05
                    792,                0.78672,                0.73403,                 1.1699,                0.97268,                 0.9463,                 0.9814,                0.86396,                0.54115,                  0.454,                0.98622,             8.0257e-05,             8.0257e-05,             8.0257e-05
                    793,                 0.8251,                0.74206,                 1.1845,                0.97056,                0.94867,                0.98316,                0.86693,                0.54148,                0.45461,                0.98683,              7.989e-05,              7.989e-05,              7.989e-05
                    794,                0.78332,                0.71899,                 1.1583,                0.95967,                0.95438,                0.98271,                0.86514,                0.54629,                0.45547,                0.98965,             7.9524e-05,             7.9524e-05,             7.9524e-05
                    795,                 0.7974,                0.73881,                 1.1681,                0.95888,                0.95457,                0.98228,                0.86595,                0.54576,                0.45326,                0.98877,             7.9158e-05,             7.9158e-05,             7.9158e-05
                    796,                0.80271,                0.71204,                 1.1554,                 0.9541,                 0.9596,                0.98075,                0.86359,                0.54482,                0.45578,                0.98744,             7.8791e-05,             7.8791e-05,             7.8791e-05
                    797,                0.78076,                0.70958,                 1.1542,                0.95579,                0.95737,                0.97966,                 0.8623,                0.54408,                0.45835,                0.98899,             7.8425e-05,             7.8425e-05,             7.8425e-05
                    798,                0.81041,                0.74025,                 1.1635,                0.96166,                 0.9436,                0.97772,                0.86039,                0.54724,                0.45967,                0.98995,             7.8059e-05,             7.8059e-05,             7.8059e-05
                    799,                0.79425,                0.69041,                 1.1377,                0.95515,                0.95405,                0.97898,                0.86262,                0.54269,                0.45272,                0.98581,             7.7693e-05,             7.7693e-05,             7.7693e-05
                    800,                0.79033,                0.70205,                 1.1515,                0.95723,                0.95339,                0.98059,                0.86296,                0.53899,                 0.4483,                0.98295,             7.7326e-05,             7.7326e-05,             7.7326e-05
                    801,                0.77654,                0.71303,                 1.1431,                0.96348,                 0.9528,                0.98088,                0.86638,                 0.5361,                 0.4461,                0.98188,              7.696e-05,              7.696e-05,              7.696e-05
                    802,                0.76281,                 0.6944,                  1.129,                0.96588,                0.95306,                0.98131,                0.86598,                0.53389,                0.44613,                0.98076,             7.6594e-05,             7.6594e-05,             7.6594e-05
                    803,                0.78432,                0.71992,                 1.1523,                0.96743,                0.95125,                0.98062,                0.86529,                  0.535,                0.45037,                0.98114,             7.6227e-05,             7.6227e-05,             7.6227e-05
                    804,                0.75973,                0.67707,                 1.1299,                0.96597,                 0.9499,                0.98077,                0.86438,                0.53817,                0.45655,                0.98347,             7.5861e-05,             7.5861e-05,             7.5861e-05
                    805,                0.80205,                0.72637,                 1.1478,                 0.9653,                0.94801,                0.98116,                0.86615,                0.54073,                0.45683,                0.98387,             7.5495e-05,             7.5495e-05,             7.5495e-05
                    806,                0.77662,                0.71013,                 1.1476,                0.96932,                0.94851,                0.98132,                 0.8665,                0.54056,                0.45137,                0.98333,             7.5128e-05,             7.5128e-05,             7.5128e-05
                    807,                0.81003,                0.72512,                 1.1619,                0.97442,                0.94331,                0.98134,                 0.8691,                0.54052,                0.44913,                0.98301,             7.4762e-05,             7.4762e-05,             7.4762e-05
                    808,                0.81071,                 0.7079,                 1.1563,                0.96922,                0.94938,                0.98244,                0.86905,                0.53778,                0.44797,                0.98161,             7.4396e-05,             7.4396e-05,             7.4396e-05
                    809,                 0.8489,                0.75883,                 1.1766,                0.97139,                0.94676,                0.98186,                0.86809,                0.53944,                0.44859,                 0.9828,              7.403e-05,              7.403e-05,              7.403e-05
                    810,                0.78879,                0.71663,                 1.1389,                0.96567,                0.94936,                0.98153,                0.86687,                0.53876,                 0.4472,                0.98158,             7.3663e-05,             7.3663e-05,             7.3663e-05
                    811,                0.80967,                0.71327,                 1.1547,                0.96948,                0.94541,                0.98032,                 0.8682,                0.53933,                0.44803,                0.98199,             7.3297e-05,             7.3297e-05,             7.3297e-05
                    812,                0.78046,                0.69894,                   1.15,                0.96875,                0.94474,                0.98082,                0.86663,                0.54061,                0.45292,                0.98304,             7.2931e-05,             7.2931e-05,             7.2931e-05
                    813,                0.78262,                 0.7309,                  1.167,                  0.966,                0.94688,                0.98068,                0.86751,                0.53741,                0.44916,                0.98053,             7.2564e-05,             7.2564e-05,             7.2564e-05
                    814,                0.82797,                0.72696,                 1.1642,                0.96222,                0.95046,                0.98125,                0.86974,                0.53572,                0.44574,                0.98039,             7.2198e-05,             7.2198e-05,             7.2198e-05
                    815,                0.77649,                0.71692,                 1.1593,                0.96622,                0.95013,                0.97914,                0.86763,                 0.5363,                0.44656,                0.98219,             7.1832e-05,             7.1832e-05,             7.1832e-05
                    816,                0.81183,                0.73121,                 1.1586,                0.97557,                0.94193,                0.97948,                0.86583,                0.53788,                0.44946,                0.98248,             7.1466e-05,             7.1466e-05,             7.1466e-05
                    817,                0.78824,                0.72818,                 1.1634,                0.97014,                0.94226,                0.97931,                 0.8668,                0.53785,                0.45154,                0.98181,             7.1099e-05,             7.1099e-05,             7.1099e-05
                    818,                0.76454,                0.69602,                 1.1473,                0.96548,                0.94393,                0.98024,                0.86751,                0.53577,                0.45028,                0.98145,             7.0733e-05,             7.0733e-05,             7.0733e-05
                    819,                0.76112,                0.70473,                 1.1446,                0.96376,                0.94741,                0.98078,                0.86847,                0.53567,                 0.4509,                0.98188,             7.0367e-05,             7.0367e-05,             7.0367e-05
                    820,                 0.7937,                0.72725,                 1.1595,                0.95089,                0.95944,                0.98099,                0.87102,                0.53378,                0.44963,                0.98105,                  7e-05,                  7e-05,                  7e-05
                    821,                0.78016,                0.70466,                 1.1342,                0.96868,                0.94589,                0.98141,                0.87229,                0.53439,                  0.447,                0.98045,             6.9634e-05,             6.9634e-05,             6.9634e-05
                    822,                0.76582,                0.69678,                 1.1488,                0.97002,                0.94704,                0.98138,                0.87142,                0.53527,                 0.4479,                0.98014,             6.9268e-05,             6.9268e-05,             6.9268e-05
                    823,                0.77617,                0.70047,                 1.1427,                0.96872,                0.94458,                0.98147,                0.87119,                0.53556,                 0.4485,                0.97973,             6.8901e-05,             6.8901e-05,             6.8901e-05
                    824,                0.80358,                0.71009,                 1.1607,                0.96329,                0.95245,                0.98105,                0.87182,                0.53242,                0.44585,                0.97736,             6.8535e-05,             6.8535e-05,             6.8535e-05
                    825,                0.78738,                0.72278,                 1.1604,                0.95554,                 0.9636,                 0.9817,                0.87075,                0.53285,                0.44694,                0.97719,             6.8169e-05,             6.8169e-05,             6.8169e-05
                    826,                0.82815,                0.73904,                  1.164,                0.95798,                0.96203,                 0.9814,                0.87077,                0.53249,                0.44914,                0.97754,             6.7803e-05,             6.7803e-05,             6.7803e-05
                    827,                0.80703,                0.71478,                 1.1602,                0.95178,                0.96698,                0.98089,                0.86985,                0.53359,                0.45073,                0.97826,             6.7436e-05,             6.7436e-05,             6.7436e-05
                    828,                0.80541,                0.76499,                 1.1744,                0.95299,                0.97439,                0.98141,                0.86996,                0.53521,                0.44821,                0.97878,              6.707e-05,              6.707e-05,              6.707e-05
                    829,                0.80515,                0.71366,                 1.1561,                0.95433,                 0.9698,                0.98163,                0.86832,                0.53415,                0.44794,                0.97935,             6.6704e-05,             6.6704e-05,             6.6704e-05
                    830,                 0.7972,                0.72272,                 1.1591,                0.95544,                0.96485,                0.98136,                0.86979,                0.53292,                0.44863,                 0.9796,             6.6337e-05,             6.6337e-05,             6.6337e-05
                    831,                0.76885,                0.72108,                 1.1471,                0.95242,                0.96278,                0.98109,                0.86999,                0.53175,                0.44833,                0.97948,             6.5971e-05,             6.5971e-05,             6.5971e-05
                    832,                 0.8081,                0.71493,                 1.1653,                0.95791,                0.95451,                0.98088,                0.87068,                0.53329,                0.44577,                0.97957,             6.5605e-05,             6.5605e-05,             6.5605e-05
                    833,                0.81504,                0.70281,                 1.1544,                0.96359,                0.95117,                0.98101,                0.87038,                0.53656,                0.44344,                0.98014,             6.5238e-05,             6.5238e-05,             6.5238e-05
                    834,                0.76451,                0.70694,                 1.1442,                0.96019,                0.95119,                0.98145,                0.87177,                0.53427,                0.44144,                0.97791,             6.4872e-05,             6.4872e-05,             6.4872e-05
                    835,                0.77375,                0.69437,                  1.131,                0.96716,                0.94458,                 0.9819,                0.87244,                0.53238,                0.44103,                0.97755,             6.4506e-05,             6.4506e-05,             6.4506e-05
                    836,                0.80573,                0.76217,                 1.1642,                0.97244,                0.94053,                0.98227,                0.86693,                0.53929,                0.44653,                0.98046,              6.414e-05,              6.414e-05,              6.414e-05
                    837,                0.77487,                0.71273,                 1.1446,                0.97903,                0.93593,                0.98152,                0.86988,                0.53419,                0.44779,                0.97797,             6.3773e-05,             6.3773e-05,             6.3773e-05
                    838,                0.79919,                0.70654,                 1.1457,                0.94699,                0.96073,                0.98186,                0.87023,                0.53288,                0.44722,                 0.9774,             6.3407e-05,             6.3407e-05,             6.3407e-05
                    839,                0.76687,                0.70271,                 1.1527,                 0.9469,                0.96353,                0.98201,                0.87205,                0.53281,                0.44826,                0.97817,             6.3041e-05,             6.3041e-05,             6.3041e-05
                    840,                0.80194,                0.69658,                 1.1537,                0.95254,                0.95767,                0.98205,                0.87296,                0.52961,                0.44697,                0.97717,             6.2674e-05,             6.2674e-05,             6.2674e-05
                    841,                0.77285,                0.70383,                 1.1393,                0.96458,                0.94672,                0.98157,                0.87164,                0.53107,                0.44875,                0.97772,             6.2308e-05,             6.2308e-05,             6.2308e-05
                    842,                0.77141,                0.69617,                 1.1542,                0.96849,                0.94395,                0.98178,                0.87218,                0.53462,                0.44957,                0.97956,             6.1942e-05,             6.1942e-05,             6.1942e-05
                    843,                0.79854,                0.71562,                 1.1542,                0.96538,                0.94929,                0.98189,                0.87263,                0.53511,                0.44816,                0.97962,             6.1575e-05,             6.1575e-05,             6.1575e-05
                    844,                0.83291,                0.74576,                 1.1678,                0.96193,                0.95267,                0.98092,                0.87217,                0.53483,                 0.4464,                 0.9797,             6.1209e-05,             6.1209e-05,             6.1209e-05
                    845,                0.74124,                 0.7053,                  1.144,                0.96408,                 0.9498,                0.98031,                0.86921,                0.53537,                 0.4463,                0.97984,             6.0843e-05,             6.0843e-05,             6.0843e-05
                    846,                0.76531,                0.71331,                 1.1475,                0.96026,                0.95089,                0.98067,                0.86911,                0.53373,                0.44506,                0.97855,             6.0477e-05,             6.0477e-05,             6.0477e-05
                    847,                0.79412,                0.70438,                 1.1488,                0.96476,                0.94626,                0.98066,                0.87103,                0.53055,                0.44271,                0.97697,              6.011e-05,              6.011e-05,              6.011e-05
                    848,                0.75502,                0.70283,                  1.139,                0.97214,                0.94455,                0.98138,                0.87084,                0.52989,                0.44191,                0.97682,             5.9744e-05,             5.9744e-05,             5.9744e-05
                    849,                0.77122,                0.70752,                   1.16,                 0.9711,                0.94432,                0.98222,                0.87062,                0.52794,                 0.4403,                0.97587,             5.9378e-05,             5.9378e-05,             5.9378e-05
                    850,                0.80166,                0.72936,                 1.1594,                0.96831,                0.94773,                0.98185,                0.87191,                0.52646,                0.43856,                0.97378,             5.9011e-05,             5.9011e-05,             5.9011e-05
                    851,                0.79034,                0.69153,                 1.1275,                 0.9735,                0.94636,                0.98091,                0.87206,                0.52858,                0.43951,                0.97363,             5.8645e-05,             5.8645e-05,             5.8645e-05
                    852,                0.77461,                0.69708,                 1.1361,                0.97044,                0.94398,                0.98067,                0.87221,                0.52853,                 0.4389,                0.97424,             5.8279e-05,             5.8279e-05,             5.8279e-05
                    853,                0.78319,                 0.7067,                 1.1553,                0.96792,                 0.9444,                   0.98,                 0.8711,                0.52896,                0.44024,                0.97438,             5.7912e-05,             5.7912e-05,             5.7912e-05
